kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2007","35","16","07","Kertosari","61383"
"2008","35","16","07","Kepuharum","61383"
"2009","35","16","07","Gedangan","61383"
"2010","35","16","07","Kutorejo","61383"
"2011","35","16","07","Karangdiyeng","61383"
"2012","35","16","07","Sawo","61383"
"2013","35","16","07","Wonodadi","61383"
"2014","35","16","07","Singowangi","61383"
"2015","35","16","07","Kepuhpandak","61383"
"2016","35","16","07","Karangasem","61383"
"2017","35","16","07","Kaligoro","61383"
"1004","35","16","08","Kauman","61382"
"1005","35","16","08","Sarirejo","61382"
"1006","35","16","08","Sawahan","61382"
"1007","35","16","08","Mojosari","61382"
"1008","35","16","08","Wonokusumo","61382"
"2001","35","16","08","Sumbertanggul","61382"
"2002","35","16","08","Belahantengah","61382"
"2003","35","16","08","Awang-awang","61382"
"2009","35","16","08","Seduri","61382"
"2010","35","16","08","Mojosulur","61382"
"2011","35","16","08","Randubango","61382"
"2012","35","16","08","Jotangan","61382"
"2013","35","16","08","Menanggal","61382"
"2014","35","16","08","Pekukuhan","61382"
"2015","35","16","08","Modopuro","61382"
"2016","35","16","08","Kebondalem","61382"
"2017","35","16","08","Kedunggempol","61382"
"2018","35","16","08","Ngimbangan","61382"
"2019","35","16","08","Leminggir","61382"
"2001","35","16","09","Punggul","61371"
"2002","35","16","09","Kalen","61371"
"2003","35","16","09","Kedunggede","61371"
"2004","35","16","09","Mojokarang","61371"
"2005","35","16","09","Segunung","61371"
"2006","35","16","09","Talok","61371"
"2007","35","16","09","Sumbersono","61371"
"2008","35","16","09","Sambilawang","61371"
"2009","35","16","09","Jrambe","61371"
"2010","35","16","09","Randugenengan","61371"
"2011","35","16","09","Pohkecik","61371"
"2012","35","16","09","Dlanggu","61371"
"2013","35","16","09","Ngembeh","61371"
"2014","35","16","09","Sumberkarang","61371"
"2015","35","16","09","Kedunglengkong","61371"
"2016","35","16","09","Tumapel","61371"
"2001","35","16","10","Pacing","61381"
"2002","35","16","10","Sumberwono","61381"
"2003","35","16","10","Kedunguneng","61381"
"2004","35","16","10","Kutoporong","61381"
"2005","35","16","10","Ngastemi","61381"
"2006","35","16","10","Peterongan","61381"
"2007","35","16","10","Bangsal","61381"
"2008","35","16","10","Sumbertebu","61381"
"2009","35","16","10","Sidomulyo","61381"
"2010","35","16","10","Gayam","61381"
"2011","35","16","10","Tinggarbuntut","61381"
"2012","35","16","10","Pekuwon","61381"
"2013","35","16","10","Salen","61381"
"2014","35","16","10","Mejoyo","61381"
"2015","35","16","10","Ngrowo","61381"
"2016","35","16","10","Puloniti","61381"
"2017","35","16","10","Mojotamping","61381"
"2001","35","16","11","Tampungrejo","61363"
"2002","35","16","11","Plososari","61363"
"2003","35","16","11","Kintelan","61363"
"2004","35","16","11","Brayung","61363"
"2005","35","16","11","Ketemasdungus","61363"
"2006","35","16","11","Puri","61363"
"2007","35","16","11","Tangunan","61363"
"2008","35","16","11","Kebonagung","61363"
"2009","35","16","11","Sumbergirang","61363"
"2010","35","16","11","Mlaten","61363"
"2011","35","16","11","Medali","61363"
"2012","35","16","11","Balongmojo","61363"
"2013","35","16","11","Sumolawang","61363"
"2014","35","16","11","Tambakagung","61363"
"2016","35","16","11","Banjaragung","61363"
"2017","35","16","11","Kenanten","61363"
"2001","35","16","12","Jambuwok","61362"
"2002","35","16","12","Domas","61362"
"2003","35","16","12","Beloh","61362"
"2004","35","16","12","Temon","61362"
"2005","35","16","12","Pakis","61362"
"2006","35","16","12","Sentonorejo","61362"
"2007","35","16","12","Trowulan","61362"
"2008","35","16","12","Bejijong","61362"
"2009","35","16","12","Kejagan","61362"
"2010","35","16","12","Jatipasar","61362"
"2011","35","16","12","Watesumpak","61362"
"2012","35","16","12","Wonorejo","61362"
"2013","35","16","12","Panggih","61362"
"2014","35","16","12","Tawangsari","61362"
"2015","35","16","12","Bicak","61362"
"2016","35","16","12","Balongwono","61362"
"2001","35","16","13","Gemekan","61361"
"2002","35","16","13","Blimbingsari","61361"
"2003","35","16","13","Brangkal","61361"
"2004","35","16","13","Kedungmaling","61361"
"2005","35","16","13","Klinterejo","61361"
"2006","35","16","13","Modongan","61361"
"2007","35","16","13","Sambiroto","61361"
"2008","35","16","13","Jampirogo","61361"
"2009","35","16","13","Japan","61361"
"2010","35","16","13","Sooko","61361"
"2011","35","16","13","Wringinrejo","61361"
"2012","35","16","13","Karangkedawang","61361"
"2013","35","16","13","Mojoranu","61361"
"2014","35","16","13","Tempuran","61361"
"2015","35","16","13","Ngingasrembyong","61361"
"2001","35","16","14","Ngareskidul","61351"
"2002","35","16","14","Gembongan","61351"
"2003","35","16","14","Gempolkerep","61351"
"2004","35","16","14","Bandung","61351"
"2005","35","16","14","Gedeg","61351"
"2006","35","16","14","Pagerluyung","61351"
"2007","35","16","14","Kemantren","61351"
"2008","35","16","14","Terusan","61351"
"2009","35","16","14","Sidoharjo","61351"
"2010","35","16","14","Balongsari","61351"
"2011","35","16","14","Batankrajan","61351"
"2012","35","16","14","Pagerjo","61351"
"2013","35","16","14","Jerukseger","61351"
"2014","35","16","14","Beratwetan","61351"
"2001","35","16","15","Watesprojo","61353"
"2002","35","16","15","Betro","61353"
"2003","35","16","15","Kedungsari","61353"
"2004","35","16","15","Mojojajar","61353"
"2005","35","16","15","Beratkulon","61353"
"2006","35","16","15","Mojosarirejo","61353"
"2007","35","16","15","Mojowiryo","61353"
"2008","35","16","15","Mojowatesrejo","61353"
"2009","35","16","15","Mojogebang","61353"
"2010","35","16","15","Mojopilang","61353"
"2011","35","16","15","Mojokusumo","61353"
"2012","35","16","15","Japanan","61353"
"2013","35","16","15","Mojokumpul","61353"
"2014","35","16","15","Tanjungan","61353"
"2015","35","16","15","Mojorejo","61353"
"2016","35","16","15","Mojodadi","61353"
"2017","35","16","15","Kemlagi","61353"
"2018","35","16","15","Mojowono","61353"
"2019","35","16","15","Pandankrajan","61353"
"2020","35","16","15","Mojodowo","61353"
"2001","35","16","16","Mlirip","61352"
"2002","35","16","16","Penompo","61352"
"2003","35","16","16","Canggu","61352"
"2004","35","16","16","Ngabar","61352"
"2005","35","16","16","Banjarsari","61352"
"2006","35","16","16","Sawo","61352"
"2007","35","16","16","Mojorejo","61352"
"2008","35","16","16","Jolotundo","61352"
"2009","35","16","16","Kupang","61352"
"2010","35","16","16","Bendung","61352"
"2011","35","16","16","Mojolebak","61352"
"2012","35","16","16","Parengan","61352"
"2013","35","16","16","Jetis","61352"
"2014","35","16","16","Perning","61352"
"2015","35","16","16","Sidorejo","61352"
"2016","35","16","16","Lakardowo","61352"
"2001","35","16","17","Cendoro","61354"
"2002","35","16","17","Simongagrok","61354"
"2003","35","16","17","Sumberwuluh","61354"
"2004","35","16","17","Talunblandong","61354"
"2005","35","16","17","Cinandang","61354"
"2006","35","16","17","Gunungsari","61354"
"2007","35","16","17","Dawarblandong","61354"
"2008","35","16","17","Pulorejo","61354"
"2009","35","16","17","Jatirowo","61354"
"2010","35","16","17","Suru","61354"
"2011","35","16","17","Bangeran","61354"
"2012","35","16","17","Pucuk","61354"
"2013","35","16","17","Banyulegi","61354"
"2014","35","16","17","Gunungan","61354"
"2015","35","16","17","Brayublandong","61354"
"2016","35","16","17","Madureso","61354"
"2017","35","16","17","Temuireng","61354"
"2018","35","16","17","Randegan","61354"
"2001","35","16","18","Sadartengah","61364"
"2002","35","16","18","Lengkong","61364"
"2003","35","16","18","Kepuhanyar","61364"
"2004","35","16","18","Sumberjati","61364"
"2005","35","16","18","Gebangmalang","61364"
"2006","35","16","18","Jabon","61364"
"2008","35","16","18","Ngarjo","61364"
"2009","35","16","18","Wunut","61364"
"2010","35","16","18","Kwedenkembar","61364"
"2011","35","16","18","Jumeneng","61364"
"2012","35","16","18","Kwatu","61364"
"2013","35","16","18","Gayaman","61364"
"2001","35","17","01","Jantiganggong","61461"
"2002","35","17","01","Kepuhkajang","61461"
"2003","35","17","01","Sumberagung","61461"
"2004","35","17","01","Pagerwojo","61461"
"2005","35","17","01","Perak","61461"
"2006","35","17","01","Sembung","61461"
"2007","35","17","01","Glagahan","61461"
"2008","35","17","01","Kalangsemanding","61461"
"2009","35","17","01","Gadingmangu","61461"
"2010","35","17","01","Plosogenuk","61461"
"2011","35","17","01","Sukorejo","61461"
"2012","35","17","01","Temuwulan","61461"
"2013","35","17","01","Cangkringrandu","61461"
"2001","35","17","02","Pucangro","61463"
"2002","35","17","02","Kedungturi","61463"
"2003","35","17","02","Japanan","61463"
"2004","35","17","02","Blimbing","61463"
"2005","35","17","02","Mentaos","61463"
"2006","35","17","02","Sukoiber","61463"
"2007","35","17","02","Sukopinggir","61463"
"2008","35","17","02","Bugasur Kedaleman","61463"
"2009","35","17","02","Gudo","61463"
"2010","35","17","02","Pesanggrahan","61463"
"2011","35","17","02","Wangkalkepuh","61463"
"2012","35","17","02","Krembangan","61463"
"2013","35","17","02","Sepanyul","61463"
"2014","35","17","02","Godong","61463"
"2015","35","17","02","Mejoyolosari","61463"
"2016","35","17","02","Plumbon Gambang","61463"
"2017","35","17","02","Gempollegundi","61463"
"2018","35","17","02","Tanggungan","61463"
"2001","35","17","03","Jombok","61473"
"2002","35","17","03","Genukwatu","61473"
"2003","35","17","03","Rejoagung","61473"
"2004","35","17","03","Kauman","61473"
"2005","35","17","03","Ngoro","61473"
"2006","35","17","03","Badang","61473"
"2007","35","17","03","Pulorejo","61473"
"2008","35","17","03","Banyuarang","61473"
"2009","35","17","03","Sidowarek","61473"
"2010","35","17","03","Gajah","61473"
"2011","35","17","03","Kesamben","61473"
"2012","35","17","03","Kertorejo","61473"
"2013","35","17","03","Sugihwaras","61473"
"2001","35","17","04","Kebondalem","61474"
"2002","35","17","04","Mundusewu","61474"
"2003","35","17","04","Pakel","61474"
"2004","35","17","04","Karangan","61474"
"2005","35","17","04","Ngampungan","61474"
"2006","35","17","04","Jenisgelaran","61474"
"2007","35","17","04","Bareng","61474"
"2008","35","17","04","Tebel","61474"
"2009","35","17","04","Mojotengah","61474"
"2010","35","17","04","Banjaragung","61474"
"2011","35","17","04","Nglebak","61474"
"2012","35","17","04","Ngrimbi","61474"
"2013","35","17","04","Pulosari","61474"
"2001","35","17","05","Galengdowo","61476"
"2002","35","17","05","Wonomerto","61476"
"2003","35","17","05","Jarak","61476"
"2004","35","17","05","Sambirejo","61476"
"2005","35","17","05","Wonosalam","61476"
"2006","35","17","05","Carangwulung","61476"
"2007","35","17","05","Wonokerto","61476"
"2008","35","17","05","Sumberjo","61476"
"2009","35","17","05","Panglungan","61476"
"2001","35","17","06","Kedunglumpang","61482"
"2002","35","17","06","Dukuhmojo","61482"
"2003","35","17","06","Karangwinongan","61482"
"2004","35","17","06","Kademangan","61482"
"2005","35","17","06","Janti","61482"
"2006","35","17","06","Tejo","61482"
"2007","35","17","06","Gambiran","61482"
"2008","35","17","06","Kauman","61482"
"2009","35","17","06","Mojotrisno","61482"
"2010","35","17","06","Tanggalrejo","61482"
"2011","35","17","06","Dukuhdimoro","61482"
"2012","35","17","06","Miagan","61482"
"2013","35","17","06","Mancilan","61482"
"2014","35","17","06","Betek","61482"
"2015","35","17","06","Karobelah","61482"
"2016","35","17","06","Murukan","61482"
"2017","35","17","06","Johowinong","61482"
"2018","35","17","06","Seketi","61482"
"2001","35","17","07","Kedungpari","61475"
"2002","35","17","07","Karanglo","61475"
"2003","35","17","07","Latsari","61475"
"2004","35","17","07","Mojowarno","61475"
"2005","35","17","07","Penggaron","61475"
"2006","35","17","07","Mojoduwur","61475"
"2007","35","17","07","Mojowangi","61475"
"2008","35","17","07","Gondek","61475"
"2009","35","17","07","Gedangan","61475"
"2010","35","17","07","Mojojejer","61475"
"2011","35","17","07","Japanan","61475"
"2012","35","17","07","Menganto","61475"
"2013","35","17","07","Grobogan","61475"
"2014","35","17","07","Rejoslamet","61475"
"2015","35","17","07","Selorejo","61475"
"2016","35","17","07","Sidokerto","61475"
"2017","35","17","07","Sukomulyo","61475"
"2018","35","17","07","Catakgayam","61475"
"2019","35","17","07","Wringinpitu","61475"
"2001","35","17","08","Kayangan","61471"
"2002","35","17","08","Puton","61471"
"2003","35","17","08","Bendet","61471"
"2004","35","17","08","Bulurejo","61471"
"2005","35","17","08","Grogol","61471"
"2006","35","17","08","Jatirejo","61471"
"2007","35","17","08","Cukir","61471"
"2008","35","17","08","Kwaron","61471"
"2009","35","17","08","Watugaluh","61471"
"2010","35","17","08","Pundong","61471"
"2011","35","17","08","Diwek","61471"
"2012","35","17","08","Bandung","61471"
"2013","35","17","08","Kedawong","61471"
"2014","35","17","08","Ngudirejo","61471"
"2015","35","17","08","Ceweng","61471"
"2016","35","17","08","Balongbesuk","61471"
"2017","35","17","08","Pandanwangi","61471"
"2018","35","17","08","Brambang","61471"
"2019","35","17","08","Jatipelem","61471"
"2020","35","17","08","Keras","61471"
"1002","35","17","09","Jombatan","61419"
"1004","35","17","09","Kaliwungu","61419"
"1005","35","17","09","Jelakombo","61412"
"1006","35","17","09","Kepanjen","61411"
"2001","35","17","09","Mojongapit","61413"
"2003","35","17","09","Plandi","61412"
"2007","35","17","09","Kepatihan","61417"
"2008","35","17","09","Pulolor","61417"
"2009","35","17","09","Sengon","61418"
"2010","35","17","09","Tunggorono","61419"
"2011","35","17","09","Denanyar","61416"
"2012","35","17","09","Jombang","61415"
"2013","35","17","09","Candimulyo","61419"
"2014","35","17","09","Tambakrejo","61419"
"2015","35","17","09","Banjardowo","61419"
"2016","35","17","09","Sambongdukuh","61419"
"2017","35","17","09","Dapurkejambon","61419"
"2018","35","17","09","Jabon","61418"
"2019","35","17","09","Plosogeneng","61416"
"2020","35","17","09","Sumberjo","61419"
"2001","35","17","10","Peterongan","61481"
"2002","35","17","10","Keplaksari","61481"
"2003","35","17","10","Kepuhkembeng","61481"
"2004","35","17","10","Mancar","61481"
"2005","35","17","10","Tugusumberjo","61481"
"2006","35","17","10","Morosunggingan","61481"
"2007","35","17","10","Kebontemu","61481"
"2008","35","17","10","Dukuhklopo","61481"
"2009","35","17","10","Tanjunggunung","61481"
"2010","35","17","10","Bongkot","61481"
"2011","35","17","10","Senden","61481"
"2012","35","17","10","Ngrandulor","61481"
"2013","35","17","10","Tengaran","61481"
"2014","35","17","10","Sumberagung","61481"
"2001","35","17","11","Plosokerep","61483"
"2002","35","17","11","Jogoloyo","61483"
"2003","35","17","11","Palrejo","61483"
"2004","35","17","11","Plemahan","61483"
"2005","35","17","11","Brudu","61483"
"2006","35","17","11","Badas","61483"
"2007","35","17","11","Nglele","61483"
"2008","35","17","11","Trawasan","61483"
"2009","35","17","11","Sebani","61483"
"2010","35","17","11","Mlaras","61483"
"2011","35","17","11","Segodorejo","61483"
"2012","35","17","11","Kedungpapar","61483"
"2013","35","17","11","Sumobito","61483"
"2014","35","17","11","Curahmalang","61483"
"2015","35","17","11","Budugsidorejo","61483"
"2016","35","17","11","Kendalsari","61483"
"2017","35","17","11","Talunkidul","61483"
"2018","35","17","11","Madiopuro","61483"
"2019","35","17","11","Bakalan","61483"
"2020","35","17","11","Gedangan","61483"
"2021","35","17","11","Mentoro","61483"
"2001","35","17","12","Kedungbetik","61484"
"2002","35","17","12","Kedungmlati","61484"
"2003","35","17","12","Watudakon","61484"
"2004","35","17","12","Carangrejo","61484"
"2005","35","17","12","Jombok","61484"
"2006","35","17","12","Blimbing","61484"
"2007","35","17","12","Wuluh","61484"
"2008","35","17","12","Pojokrejo","61484"
"2009","35","17","12","Kesamben","61484"
"2010","35","17","12","Podoroto","61484"
"2011","35","17","12","Jombatan","61484"
"2012","35","17","12","Pojokkulon","61484"
"2013","35","17","12","Gumulan","61484"
"2014","35","17","12","Jatiduwur","61484"
"2001","35","17","13","Mojokrapak","61452"
"2002","35","17","13","Pesantren","61452"
"2003","35","17","13","Tampingmojo","61452"
"2004","35","17","13","Kalikejambon","61452"
"2005","35","17","13","Kedunglosari","61452"
"2006","35","17","13","Kedungotok","61452"
"2007","35","17","13","Tembelang","61452"
"2008","35","17","13","Sentul","61452"
"2009","35","17","13","Gabusbanaran","61452"
"2010","35","17","13","Pulorejo","61452"
"2011","35","17","13","Rejosopinggir","61452"
"2012","35","17","13","Jatiwates","61452"
"2013","35","17","13","Kepuhdoko","61452"
"2014","35","17","13","Pulogedang","61452"
"2015","35","17","13","Bedahlawak","61452"
"2001","35","17","14","Tanggungkramat","61453"
"2002","35","17","14","Rejoagung","61453"
"2003","35","17","14","Losari","61453"
"2004","35","17","14","Ploso","61453"
"2005","35","17","14","Jatigedong","61453"
"2006","35","17","14","Daditunggal","61453"
"2007","35","17","14","Gedongombo","61453"
"2008","35","17","14","Jatibanjar","61453"
"2009","35","17","14","Pagertanjung","61453"
"2010","35","17","14","Pandanblole","61453"
"2011","35","17","14","Kedungdowo","61453"
"2012","35","17","14","Kebonagung","61453"
"2013","35","17","14","Bawangan","61453"
"2001","35","17","15","Klitih","61456"
"2002","35","17","15","Plabuhan","61456"
"2003","35","17","15","Kampungbaru","61456"
"2004","35","17","15","Gebangbunder","61456"
"2005","35","17","15","Jatimlerek","61456"
"2006","35","17","15","Karangmojo","61456"
"2007","35","17","15","Plandaan","61456"
"2008","35","17","15","Bangsri","61456"
"2009","35","17","15","Purisemanding","61456"
"2010","35","17","15","Tondowulan","61456"
"2011","35","17","15","Darurejo","61456"
"2012","35","17","15","Sumberjo","61456"
"2013","35","17","15","Jiporapah","61456"
"2001","35","17","16","Marmoyo","61455"
"2002","35","17","16","Tanjungwadung","61455"
"2003","35","17","16","Mangunan","61455"
"2004","35","17","16","Kabuh","61455"
"2005","35","17","16","Kedungjati","61455"
"2006","35","17","16","Banjardowo","61455"
"2007","35","17","16","Karangpakis","61455"
"2008","35","17","16","Sumberingin","61455"
"2009","35","17","16","Sumbergondang","61455"
"2010","35","17","16","Kauman","61455"
"2011","35","17","16","Munungkerep","61455"
"2012","35","17","16","Genenganjasem","61455"
"2013","35","17","16","Manduro","61455"
"2014","35","17","16","Sukodadi","61455"
"2015","35","17","16","Pengampon","61455"
"2016","35","17","16","Sumberaji","61455"
"2001","35","17","17","Sidokaton","61454"
"2002","35","17","17","Tapen","61454"
"2003","35","17","17","Bakalanrayung","61454"
"2004","35","17","17","Randuwatang","61454"
"2005","35","17","17","Sumberteguh","61454"
"2006","35","17","17","Menturus","61454"
"2007","35","17","17","Kudubanjar","61454"
"2008","35","17","17","Made","61454"
"2009","35","17","17","Kepuhrejo","61454"
"2010","35","17","17","Bendungan","61454"
"2011","35","17","17","Katemas","61454"
"2001","35","17","18","Bandarkedungmulyo","61462"
"2002","35","17","18","Mojokambang","61462"
"2003","35","17","18","Barongsawahan","61462"
"2004","35","17","18","Kayen","61462"
"2005","35","17","18","Gondangmanis","61462"
"2006","35","17","18","Brodot","61462"
"2007","35","17","18","Pucangsimo","61462"
"2008","35","17","18","Banjarsari","61462"
"2009","35","17","18","Brangkal","61462"
"2010","35","17","18","Karangdagangan","61462"
"2011","35","17","18","Tinggar","61462"
"2001","35","17","19","Jogoroto","61485"
"2002","35","17","19","Jarakkulon","61485"
"2003","35","17","19","Alang-alang Caruban","61485"
"2004","35","17","19","Sukosari","61485"
"2005","35","17","19","Sawiji","61485"
"2006","35","17","19","Mayangan","61485"
"2007","35","17","19","Sumbermulyo","61485"
"2008","35","17","19","Ngumpul","61485"
"2009","35","17","19","Tambar","61485"
"2010","35","17","19","Janti","61485"
"2011","35","17","19","Sambirejo","61485"
"2001","35","17","20","Turipinggir","61457"
"2002","35","17","20","Gongseng","61457"
"2003","35","17","20","Megaluh","61457"
"2004","35","17","20","Sudimoro","61457"
"2005","35","17","20","Balongsari","61457"
"2006","35","17","20","Sumbersari","61457"
"2007","35","17","20","Ngogri","61457"
"2008","35","17","20","Sidomulyo","61457"
"2009","35","17","20","Balonggemek","61457"
"2010","35","17","20","Dukuharum","61457"
"2011","35","17","20","Sumberagung","61457"
"2012","35","17","20","Pacarpeluk","61457"
"2013","35","17","20","Kedungrejo","61457"
"2001","35","17","21","Ketapangkuning","61450"
"2002","35","17","21","Keboan","61450"
"2003","35","17","21","Kedungbogo","61450"
"2004","35","17","21","Ngusikan","61450"
"2005","35","17","21","Sumbernongko","61450"
"2006","35","17","21","Cupak","61450"
"2007","35","17","21","Manunggal","61450"
"2008","35","17","21","Ngampel","61450"
"2009","35","17","21","Mojodanu","61450"
"2010","35","17","21","Kromong","61450"
"2011","35","17","21","Asemgede","61450"
"2001","35","18","01","Bendolo","64475"
"2002","35","18","01","Sawahan","64475"
"2003","35","18","01","Ngliman","64475"
"2004","35","18","01","Bareng","64475"
"2005","35","18","01","Sidorejo","64475"
"2006","35","18","01","Duren","64475"
"2007","35","18","01","Siwalan","64475"
"2008","35","18","01","Margopatut","64475"
"2009","35","18","01","Kebonagung","64475"
"2001","35","18","02","Kuncir","64474"
"2002","35","18","02","Kepel","64474"
"2003","35","18","02","Suru","64474"
"2004","35","18","02","Ngetos","64474"
"2005","35","18","02","Klodan","64474"
"2006","35","18","02","Mojoduwur","64474"
"2007","35","18","02","Kweden","64474"
"2008","35","18","02","Blongko","64474"
"2009","35","18","02","Oro-oro Ombo","64474"
"2001","35","18","03","Salamrojo","64473"
"2002","35","18","03","Cepoko","64473"
"2003","35","18","03","Maguan","64473"
"2004","35","18","03","Semare","64473"
"2005","35","18","03","Berbek","64473"
"2006","35","18","03","Mlilir","64473"
"2007","35","18","03","Bendungrejo","64473"
"2008","35","18","03","Sengkut","64473"
"2009","35","18","03","Ngrawan","64473"
"2010","35","18","03","Sumberwindu","64473"
"2011","35","18","03","Kacangan","64473"
"2012","35","18","03","Sendangbumen","64473"
"2013","35","18","03","Patranrejo","64473"
"2014","35","18","03","Sumberurip","64473"
"2015","35","18","03","Bulu","64473"
"2016","35","18","03","Grojogan","64473"
"2017","35","18","03","Tiripan","64473"
"2018","35","18","03","Balongrejo","64473"
"2019","35","18","03","Sonopatik","64473"
"2001","35","18","04","Tanjungrejo","64471"
"2002","35","18","04","Sombron","64471"
"2003","35","18","04","Genjeng","64471"
"2004","35","18","04","Karangsono","64471"
"2005","35","18","04","Ngepeh","64471"
"2006","35","18","04","Godean","64471"
"2007","35","18","04","Patihan","64471"
"2008","35","18","04","Mungkung","64471"
"2009","35","18","04","Sekaran","64471"
"2010","35","18","04","Loceret","64471"
"2011","35","18","04","Jatirejo","64471"
"2012","35","18","04","Tempel Wetan","64471"
"2013","35","18","04","Tekenglagahan","64471"
"2014","35","18","04","Gejagan","64471"
"2015","35","18","04","Candirejo","64471"
"2016","35","18","04","Sukorejo","64471"
"2017","35","18","04","Kwagean","64471"
"2018","35","18","04","Kenep","64471"
"2019","35","18","04","Putukrejo","64471"
"2020","35","18","04","Nglaban","64471"
"2021","35","18","04","Macanan","64471"
"2022","35","18","04","Bajulan","64471"
"2001","35","18","05","Jampes","64472"
"2002","35","18","05","Mlandangan","64472"
"2003","35","18","05","Gondang","64451"
"2004","35","18","05","Jatigreges","64472"
"2005","35","18","05","Joho","64472"
"2006","35","18","05","Sanan","64472"
"2007","35","18","05","Pacekulon","64472"
"2008","35","18","05","Cerme","64472"
"2009","35","18","05","Babadan","64472"
"2010","35","18","05","Batembat","64472"
"2011","35","18","05","Banaran","64472"
"2012","35","18","05","Bodor","64472"
"2013","35","18","05","Pacewetan","64472"
"2014","35","18","05","Jetis","64472"
"2015","35","18","05","Gemenggeng","64472"
"2016","35","18","05","Kecubung","64472"
"2017","35","18","05","Plosoharjo","64472"
"2018","35","18","05","Kepanjen","64472"
"2001","35","18","06","Gondanglegi","64484"
"2002","35","18","06","Singkalanyar","64484"
"2003","35","18","06","Mojoagung","64484"
"2004","35","18","06","Bandung","64484"
"2005","35","18","06","Nglawak","64484"
"2006","35","18","06","Baleturi","64484"
"2007","35","18","06","Tegaron","64484"
"2008","35","18","06","Tanjungtani","64484"
"2009","35","18","06","Sanggrahan","64484"
"2010","35","18","06","Rowoharjo","64484"
"2011","35","18","06","Sugihwaras","64484"
"2012","35","18","06","Watudandang","64484"
"2013","35","18","06","Sono Ageng","64484"
"2014","35","18","06","Kurungrejo","64484"
"2001","35","18","07","Cengkok","64395"
"2002","35","18","07","Tanjungkalang","64395"
"2003","35","18","07","Juwet","64395"
"2004","35","18","07","Kelutan","64395"
"2005","35","18","07","Ngronggot","64395"
"2006","35","18","07","Mojokendil","64395"
"2007","35","18","07","Betet","64395"
"2008","35","18","07","Kaloran","64395"
"2009","35","18","07","Banjarsari","64395"
"2010","35","18","07","Dadapan","64395"
"2011","35","18","07","Trayang","64395"
"2012","35","18","07","Kalianyar","64395"
"2013","35","18","07","Klurahan","64395"
"1011","35","18","08","Banaran","64311"
"2001","35","18","08","Drenges","64315"
"2002","35","18","08","Juwono","64315"
"2003","35","18","08","Bangsri","64315"
"2004","35","18","08","Kalianyar","64315"
"2005","35","18","08","Tanjung","64315"
"2006","35","18","08","Nglawak","64315"
"2007","35","18","08","Kepuh","64315"
"2008","35","18","08","Tembarak","64315"
"2009","35","18","08","Pelem","64314"
"2010","35","18","08","Kutorejo","64313"
"2012","35","18","08","Lambangkuning","64315"
"2013","35","18","08","Pandantoyo","64315"
"2014","35","18","08","Kudu","64312"
"2001","35","18","09","Bukur","64391"
"2002","35","18","09","Babadan","64391"
"2003","35","18","09","Ngepung","64391"
"2004","35","18","09","Pisang","64391"
"2005","35","18","09","Lestari","64391"
"2006","35","18","09","Pecuk","64391"
"2007","35","18","09","Patianrowo","64391"
"2008","35","18","09","Pakuncen","64391"
"2009","35","18","09","Rowomarto","64391"
"2010","35","18","09","Ngrombot","64391"
"2011","35","18","09","Tirtobinangun","64391"
"2001","35","18","10","Sambiroto","64394"
"2002","35","18","10","Gebangkerep","64394"
"2003","35","18","10","Baron","64394"
"2004","35","18","10","Waung","64394"
"2005","35","18","10","Kemlokolegi","64394"
"2006","35","18","10","Kemaduh","64394"
"2007","35","18","10","Garu","64394"
"2008","35","18","10","Jekek","64394"
"2009","35","18","10","Katerban","64394"
"2010","35","18","10","Mabung","64394"
"2011","35","18","10","Jambi","64394"
"1011","35","18","11","Tanjunganom","64482"
"1013","35","18","11","Warujayeng","64482"
"2001","35","18","11","Kedungombo","64482"
"2002","35","18","11","Sumberkepuh","64482"
"2003","35","18","11","Wates","64482"
"2004","35","18","11","Malangsari","64482"
"2005","35","18","11","Getas","64482"
"2006","35","18","11","Sonobekel","64482"
"2007","35","18","11","Ngadirejo","64482"
"2008","35","18","11","Banjaranyar","64482"
"2009","35","18","11","Sidoharjo","64482"
"2010","35","18","11","Kampungbaru","64482"
"2012","35","18","11","Jogomerto","64482"
"2014","35","18","11","Kedungrejo","64482"
"2015","35","18","11","Sambirejo","64482"
"2016","35","18","11","Demangan","64482"
"1002","35","18","12","Kapas","64481"
"1007","35","18","12","Sukomoro","64481"
"2001","35","18","12","Sumengko","64481"
"2003","35","18","12","Blitaran","64481"
"2004","35","18","12","Kedungsoko","64481"
"2005","35","18","12","Nglundo","64481"
"2006","35","18","12","Bungur","64481"
"2008","35","18","12","Pehserut","64481"
"2009","35","18","12","Ngrami","64481"
"2010","35","18","12","Bagor Wetan","64481"
"2011","35","18","12","Putren","64481"
"2012","35","18","12","Ngrengket","64481"
"1001","35","18","13","Jatirejo","64416"
"1002","35","18","13","Ploso","64417"
"1003","35","18","13","Payaman","64418"
"1004","35","18","13","Kramat","64419"
"1005","35","18","13","Ganung Kidul","64419"
"1006","35","18","13","Werungotok","64419"
"1007","35","18","13","Mangundikaran","64419"
"1008","35","18","13","Kauman","64411"
"1009","35","18","13","Kartoharjo","64416"
"1010","35","18","13","Cangkringan","64415"
"1011","35","18","13","Bogo","64415"
"1012","35","18","13","Ringinanom","64419"
"1013","35","18","13","Begadung","64413"
