kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2003","13","09","05","Sigapokna","25394"
"2001","13","09","06","Katurei","25393"
"2002","13","09","06","Sagulubbeg","25393"
"2003","13","09","06","Pasakiat Taileleu","25393"
"2001","13","09","07","Saibi Samukop","25396"
"2002","13","09","07","Cimpungan","25396"
"2003","13","09","07","Saliguma","25396"
"2001","13","09","08","Betumonga","25398"
"2002","13","09","08","Goisooinan","25398"
"2003","13","09","08","Tuapejat","25398"
"2004","13","09","08","Sido Makmur","25398"
"2005","13","09","08","Bukit Pamewa","25398"
"2006","13","09","08","Sipora Jaya","25398"
"2001","13","09","09","Sikakap","25399"
"2002","13","09","09","Taikako","25399"
"2003","13","09","09","Matobe","25399"
"2001","13","09","10","Sinaka","25391"
"2002","13","09","10","Bulasat","25391"
"2003","13","09","10","Malakopa","25391"
"2004","13","09","10","Makalo","25391"
"2002","13","10","01","Koto Baru","27681"
"2003","13","10","01","Sialang Gaung","27681"
"2005","13","10","01","Ampang Kuranji","27681"
"2008","13","10","01","Koto Padang","27681"
"2001","13","10","02","Sungai Dareh","27573"
"2002","13","10","02","Tebing Tinggi","27573"
"2006","13","10","02","Empat Koto Pulau Punjung","27573"
"2007","13","10","02","Sungai Kambut","27573"
"2008","13","10","02","Gunung Selasih","27573"
"2009","13","10","02","Sikabau","27573"
"2003","13","10","03","Sungai Rumbai","27686"
"2004","13","10","03","Kurnia Koto Salak","27686"
"2007","13","10","03","Sungai Rumbai Timur","27686"
"2008","13","10","03","Kurnia Selatan","27686"
"2001","13","10","04","Sitiung","27678"
"2002","13","10","04","Siguntur","27678"
"2004","13","10","04","Gunung Medan","27678"
"2005","13","10","04","Sungai Duo","27678"
"2001","13","10","05","Silago","27683"
"2002","13","10","05","Lubuak Karak","27683"
"2003","13","10","05","Koto Nan Empat Dibawuh","27683"
"2004","13","10","05","Banai","27683"
"2001","13","10","06","Timpeh","27679"
"2002","13","10","06","Taratak Tinggi","27679"
"2003","13","10","06","Tabek","27679"
"2004","13","10","06","Panyubarangan","27679"
"2005","13","10","06","Ranah Palabi","27679"
"2001","13","10","07","Koto Salak","27680"
"2002","13","10","07","Ampalu","27680"
"2003","13","10","07","Padukuan","27680"
"2004","13","10","07","Pulau Mainan","27680"
"2005","13","10","07","Simalidu","27680"
"2001","13","10","08","Tiumang","27687"
"2002","13","10","08","Sungai Langkok","27687"
"2003","13","10","08","Koto Beringin","27687"
"2004","13","10","08","Sipangkur","27687"
"2001","13","10","09","Padang Laweh","27682"
"2002","13","10","09","Batu Rijal","27682"
"2003","13","10","09","Muaro Sopan","27682"
"2004","13","10","09","Sopan Jaya","27682"
"2001","13","10","10","Sungai Limau","27684"
"2002","13","10","10","Alahan Nan Tigo","27684"
"2003","13","10","10","Lubuk Besar","27684"
"2004","13","10","10","Tanjung Alam","27684"
"2005","13","10","10","Sinamar","27684"
"2001","13","10","11","Koto Besar","27685"
"2002","13","10","11","Koto Tinggi","27685"
"2003","13","10","11","Koto Gadang","27685"
"2004","13","10","11","Bonjol","27685"
"2005","13","10","11","Abai Siat","27685"
"2006","13","10","11","Koto Laweh","27685"
"2007","13","10","11","Koto Ranah","27685"
"2001","13","11","01","Lubuk Gadang","27778"
"2002","13","11","01","Lubuk Gadang Timur","27778"
"2003","13","11","01","Lubuk Gadang Selatan","27778"
"2004","13","11","01","Lubuk Gadang Utara","27778"
"2001","13","11","02","Pasir Talang","27774"
"2002","13","11","02","Koto Baru","27774"
"2004","13","11","02","Sako Pasia Talang","27774"
"2005","13","11","02","Pasar Muara Labuh","27774"
"2006","13","11","02","Pulakek Koto Baru","27774"
"2007","13","11","02","Bomas","27774"
"2008","13","11","02","Sako Utara Pasia Talang","27774"
"2009","13","11","02","Sako Selatan Pasia Talang","27774"
"2010","13","11","02","Pasir Talang Barat","27774"
"2011","13","11","02","Pasir Talang Timur","27774"
"2012","13","11","02","Pasir Talang Selatan","27774"
"2001","13","11","03","Pakan Rabaa","27775"
"2002","13","11","03","Pakan Rabaa Timur","27775"
"2003","13","11","03","Pakan Rabaa Utara","27775"
"2004","13","11","03","Pakan Rabaa Tengah","27775"
"2001","13","11","04","Lubuk Malako","27773"
"2002","13","11","04","Bidar Alam","27773"
"2004","13","11","04","Padang Air Dingin","27773"
"2005","13","11","04","Padang Limau Sundai","27773"
"2006","13","11","04","Padang Gantiang","27773"
"2001","13","11","05","Abai","27779"
"2002","13","11","05","Dusun Tangah","27779"
"2003","13","11","05","Lubuk Ulang Aling","27779"
"2004","13","11","05","Ranah Pantai Cermin","27779"
"2005","13","11","05","Sitapus","27779"
"2006","13","11","05","Lubuk Ulang Aling Selatan","27779"
"2007","13","11","05","Lubuk Ulang Aling Tengah","27779"
"2001","13","11","06","Alam Pauh Duo","27776"
"2002","13","11","06","Kapau Alam Pauh Duo","27776"
"2003","13","11","06","Luak Kapau Alam Pauh Duo","27776"
"2004","13","11","06","Pauh Duo Nan Batigo","27776"
"2001","13","11","07","Sungai Kunyit","27777"
"2002","13","11","07","Talao Sungai Kunyit","27777"
"2003","13","11","07","Sungai Kunyit Barat","27777"
"2004","13","11","07","Talunan Maju","27777"
"2001","13","12","01","Aia Bangih","26573"
"2001","13","12","02","Ujung Gading","26570"
"2002","13","12","02","Brastagi Ujung Gading","26570"
"2003","13","12","02","Tampus Damai Ujung Gading","26570"
"2004","13","12","02","Taluak Ambun Ujung Gading","26570"
"2005","13","12","02","Koto Gunung Ujung Gading","26570"
"2006","13","12","02","Koto Sawah Ujung Gading","26570"
"2007","13","12","02","Salido Saroha Ujung Gading","26570"
"2008","13","12","02","Kuamang Alai Ujung Gading","26570"
"2009","13","12","02","Situak Ujung Gading","26570"
"2003","13","12","03","Lingkuang Aua","26566"
"2004","13","12","03","Aua Kuniang","26566"
"2006","13","12","03","Aia Gadang","26566"
"2007","13","12","03","Lingkuang Aua Timur","26566"
"2008","13","12","03","Lingkuang Aua Baru","26566"
"2009","13","12","03","Lingkuang Aua Bandarajo","26566"
"2010","13","12","03","Lingkuang Aua Jambak","26566"
"2011","13","12","03","Lingkuang Aua Koto Dalam","26566"
"2012","13","12","03","Lingkuang Aua Barat","26566"
"2013","13","12","03","Lingkuang Aua Hilia","26566"
"2014","13","12","03","Sukomananti Aua Kuniang","26566"
"2015","13","12","03","Aia Gadang Timur","26566"
"2016","13","12","03","Aia Gadang Barat","26566"
"2017","13","12","03","Pinaga Aua Kuniang","26566"
"2018","13","12","03","Lubuak Landua Aua Kuniang","26566"
"2019","13","12","03","Lembah Binuang Aua Kuniang","26566"
"2001","13","12","04","Kajai","26561"
"2002","13","12","04","Talu","26561"
"2003","13","12","04","Sinuruik","26561"
"2004","13","12","04","Simpang Timbo Abu Kajai","26561"
"2005","13","12","04","Kajai Selatan","26561"
"2006","13","12","04","Sungai Janiah Talu","26561"
"2007","13","12","04","Tabek Sirah Talu","26561"
"2001","13","12","05","Kinali","26567"
"2002","13","12","05","Katiagan","26567"
"2003","13","12","05","Ampek Koto","26567"
"2004","13","12","05","Ampek Koto Barat","26567"
"2005","13","12","05","Bancah Kariang","26567"
"2006","13","12","05","Mudiak Labuah","26567"
"2007","13","12","05","Tandikek","26567"
"2008","13","12","05","Langgam Sepakat","26567"
"2009","13","12","05","Langgam Saiyo","26567"
"2010","13","12","05","Anam Koto Selatan","26567"
"2011","13","12","05","Sigunanti","26567"
"2012","13","12","05","Koto Gadang Jaya","26567"
"2013","13","12","05","Anam Koto Utara","26567"
"2014","13","12","05","Bandua Balai","26567"
"2015","13","12","05","Bunuik","26567"
"2016","13","12","05","Padang Canduh","26567"
"2017","13","12","05","Limau Purut","26567"
"2001","13","12","06","Muaro Kiawai","26571"
"2002","13","12","06","Rabi Jonggor","26571"
"2003","13","12","06","Seberang Kenaikan","26571"
"2004","13","12","06","Bahoras","26571"
"2005","13","12","06","Ranah Sungai Magelang","26571"
"2006","13","12","06","Muaro Kiawai Barat","26571"
"2007","13","12","06","Muaro Kiawai Hilir","26571"
"2001","13","12","07","Batahan","26366"
"2002","13","12","07","Desa Baru","26366"
"2003","13","12","07","Batahan Utara","26366"
"2004","13","12","07","Batahan Tengah","26366"
"2005","13","12","07","Batahan Barat","26366"
"2006","13","12","07","Batahan Selatan","26366"
"2007","13","12","07","Desa Baru Barat","26366"
"2001","13","12","08","Parit","26572"
"2002","13","12","08","Koto Tangah","26572"
"2003","13","12","08","Koto Tuo","26572"
"2004","13","12","08","Koto Nan Duo","26572"
"2005","13","12","08","Pematang Panjang","26572"
"2006","13","12","08","Ranah Koto Tinggi","26572"
"2001","13","12","09","Sungai Aua","26574"
"2002","13","12","09","Salingka Muaro","26574"
"2003","13","12","09","Ranah Malintang","26574"
"2004","13","12","09","Ranah Air Haji","26574"
"2005","13","12","09","Kasikputih Sungaitanang","26574"
"2006","13","12","09","Aua Serumpun","26574"
"2007","13","12","09","Sikilang Sungai Aur Selatan","26574"
"2001","13","12","10","Koto Baru","26568"
"2002","13","12","10","Kapa","26568"
"2003","13","12","10","Giri Maju","26568"
"2004","13","12","10","Ophir","26568"
"2005","13","12","10","Mahakarya","26568"
"2006","13","12","10","Sariak","26568"
"2007","13","12","10","Sungai Talang","26568"
"2008","13","12","10","Jambak Selatan","26568"
"2009","13","12","10","Pujorahayu","26568"
"2001","13","12","11","Sasak","26367"
"2002","13","12","11","Padang Harapan","26367"
"2003","13","12","11","Ranah Pasisie","26367"
"2004","13","12","11","Maligi","26367"
"1001","13","71","01","Belakang Pondok","25211"
"1002","13","71","01","Alang Laweh","25211"
"1003","13","71","01","Ranah Parak Rumbio","25212"
"1004","13","71","01","Pasa Gadang","25213"
"1005","13","71","01","Batang Arau","25215"
"1006","13","71","01","Seberang Palinggam","25215"
"1007","13","71","01","Seberang Padang","25214"
"1008","13","71","01","Mata Air","25216"
"1009","13","71","01","Rawang","25216"
"1010","13","71","01","Teluk Bayur","25217"
"1011","13","71","01","Air Manis","25217"
"1012","13","71","01","Bukit Gado-gado","25215"
"1001","13","71","02","Sawahan","25121"
"1002","13","71","02","Jati Baru","25129"
"1003","13","71","02","Jati","25129"
"1004","13","71","02","Sawahan Timur","25121"
"1005","13","71","02","Simpang Haru","25123"
"1006","13","71","02","Kubu Marapalam","25125"
"1007","13","71","02","Andalas","25126"
"1008","13","71","02","Kubu Dalam Parak Karakah","25126"
"1009","13","71","02","Parak Gadang Timur","25123"
"1010","13","71","02","Ganting Parak Gadang","25122"
"1001","13","71","03","Flamboyan Baru","25114"
"1002","13","71","03","Rimbo Kaluang","25111"
"1003","13","71","03","Ujung Gurun","25114"
"1004","13","71","03","Purus","25115"
"1005","13","71","03","Padang Pasir","25112"
"1006","13","71","03","Olo","25117"
"1007","13","71","03","Kampung Jawa","25112"
"1008","13","71","03","Belakang Tangsi","25118"
"1009","13","71","03","Kampung Pondok","25119"
"1010","13","71","03","Berok Nipah","25118"
"1001","13","71","04","Air Tawar Timur","25132"
"1002","13","71","04","Air Tawar Barat","25132"
"1003","13","71","04","Ulak Karang Utara","25133"
"1004","13","71","04","Ulak Karang Selatan","25134"
"1005","13","71","04","Lolong Belanti","25136"
"1006","13","71","04","Alai Parak Kopi","25139"
"1007","13","71","04","Gunung Pangilun","25137"
"1001","13","71","05","Bungus Timur","25237"
"1002","13","71","05","Bungus Barat","25237"
"1003","13","71","05","Bungus Selatan","25237"
"1004","13","71","05","Teluk Kabung Utara","25237"
"1005","13","71","05","Teluk Kabung Tengah","25237"
"1006","13","71","05","Teluk Kabung Selatan","25237"
"1001","13","71","06","Cangkeh Nan XX","25225"
"1002","13","71","06","Kampung Baru Nan XX","25225"
"1003","13","71","06","Tanah Sirah Piai Nan XX","25224"
"1004","13","71","06","Tanjung Saba Pitameh Nan XX","25224"
"1005","13","71","06","Lubuk Begalung Nan XX","25221"
"1006","13","71","06","Gurun Laweh Nan XX","25221"
"1007","13","71","06","Tanjung Aua Nan XX","25222"
"1008","13","71","06","Koto Baru Nan XX","25227"
"1009","13","71","06","Banuaran Nan XX","25222"
"1010","13","71","06","Parak Laweh Pulau Aia Nan XX","25223"
"1011","13","71","06","Batung Taba Nan XX","25223"
"1012","13","71","06","Pegambiran Ampalu Nan XX","25226"
"1013","13","71","06","Pampangan Nan XX","25227"
"1014","13","71","06","Gates Nan XX","25227"
"1015","13","71","06","Kampung Jua Nan XX","25225"
"1001","13","71","07","Indarung","25237"
"1002","13","71","07","Padang Besi","25233"
"1003","13","71","07","Batu Gadang","25236"
"1004","13","71","07","Banda Buek","25231"
"1005","13","71","07","Koto Lalang","25232"
"1006","13","71","07","Baringin","25235"
"1007","13","71","07","Tarantang","25234"
"1001","13","71","08","Limau Manis","25166"
"1002","13","71","08","Koto Lua","25164"
"1003","13","71","08","Limau Manis Selatan","25163"
"1004","13","71","08","Piai Tangah","25162"
"1005","13","71","08","Cupak Tangah","25162"
"1006","13","71","08","Pisang","25161"
"1007","13","71","08","Binuang Kampung Dalam","25161"
"1008","13","71","08","Kapalo Koto","25163"
"1009","13","71","08","Lambung Bukit","25168"
"1001","13","71","09","Pasar Ambacang","25152"
"1002","13","71","09","Anduring","25151"
"1003","13","71","09","Lubuk Lintah","25153"
"1004","13","71","09","Ampang","25154"
"1005","13","71","09","Kalumbuk","25155"
"1006","13","71","09","Korong Gadang","25156"
"1007","13","71","09","Kuranji","25157"
"1008","13","71","09","Gunung Sarik","25158"
"1009","13","71","09","Sungai Sapih","25159"
"1001","13","71","10","Surau Gadang","25146"
"1002","13","71","10","Kampung Olo","25143"
"1003","13","71","10","Kurao Pagang","25147"
"1004","13","71","10","Gurun Laweh","25145"
"1005","13","71","10","Tabiang Banda Gadang","25144"
"1006","13","71","10","Kampung Lapai","25142"
"1001","13","71","11","Balai Gadang","25171"
"1002","13","71","11","Lubuk Minturun","25175"
"1003","13","71","11","Aie Pacah","25176"
"1004","13","71","11","Dadok Tunggul Hitam","25176"
"1005","13","71","11","Koto Panjang Ikua Koto","25175"
"1006","13","71","11","Koto Pulai","25171"
"1007","13","71","11","Batipuh Panjang","25171"
"1008","13","71","11","Padang Sarai","25173"
"1009","13","71","11","Lubuk Buaya","25173"
"1010","13","71","11","Batang Kabung Ganting","25172"
"1011","13","71","11","Bungo Pasang","25171"
"1012","13","71","11","Parupuk Tabing","25171"
"1013","13","71","11","Pasie Nan Tigo","25171"
"1001","13","72","01","Tanah Garam","27312"
"1002","13","72","01","VI Suku","27311"
"1003","13","72","01","Sinapa Piliang","27313"
"1004","13","72","01","IX Korong","27314"
"1005","13","72","01","Kampai Tabu Karambia","27315"
"1006","13","72","01","Aro IV Korong","27317"
"1007","13","72","01","Simpang Rumbio","27316"
"1001","13","72","02","Koto Panjang","27323"
"1002","13","72","02","Pasar Pandan Air Mati","27322"
"1003","13","72","02","Tanjung Paku","27324"
"1004","13","72","02","Nan Balimo","27326"
"1005","13","72","02","Kampung Jawa","27321"
"1006","13","72","02","Laing","27325"
"1001","13","73","01","Aur Mulio","27418"
"1002","13","73","01","Kubang Sirakuk Utara","27415"
"1003","13","73","01","Kubang S. Selatan","27415"
"1004","13","73","01","Pasar","27411"
"1005","13","73","01","Tanah Lapang","27411"
"1006","13","73","01","Aia Dingin","27419"
"2007","13","73","01","Lunto Timur","27416"
"2008","13","73","01","Lunto Barat","27418"
"2009","13","73","01","Kubang Tangah","27413"
"2010","13","73","01","Kubang Utara Sikabu","27412"
"2011","13","73","01","Pasa Kubang","27415"
"1001","13","73","02","Saringan","27421"
"1002","13","73","02","Lubang Panjang","27424"
"1003","13","73","02","Durian I","27425"
"1004","13","73","02","Durian II","27425"
"2005","13","73","02","Santur","27424"
"2006","13","73","02","Kolok Mudiak","27425"
"2007","13","73","02","Kolok Nan Tuo","27427"
"2008","13","73","02","Talago Gunung","27423"
"2009","13","73","02","Lumindai","27421"
"2010","13","73","02","Balai Batu Sandaran","27422"
"2001","13","73","03","Silungkang Duo","27432"
"2002","13","73","03","Silungkang Oso","27433"
"2003","13","73","03","Silungkang Tigo","27431"
"2004","13","73","03","Muaro Kalaban","27435"
"2005","13","73","03","Taratak Boncah","27434"
"2001","13","73","04","Talawi Hilie","27445"
"2002","13","73","04","Talawi Mudiak","27444"
"2003","13","73","04","Bukit Gadang","27444"
"2004","13","73","04","Batu Tanjung","27443"
"2005","13","73","04","Kumbayau","27443"
"2006","13","73","04","Tumpuk Tangah","27442"
"2007","13","73","04","Datar Mansiang","27441"
"2008","13","73","04","Sijantang Koto","27446"
"2009","13","73","04","Salak","27447"
"2010","13","73","04","Sikalang","27448"
"2011","13","73","04","Rantih","27449"
"1001","13","74","01","Ganting","27127"
"1002","13","74","01","Sigando","27126"
"1003","13","74","01","Ekor Lubuk","27125"
"1004","13","74","01","Ngalau","27124"
"1005","13","74","01","Guguk Malintang","27128"
"1006","13","74","01","Koto Panjang","27122"
"1007","13","74","01","Koto Katik","27123"
"1008","13","74","01","Tanah Pak Lambik","27121"
"1001","13","74","02","Bukit Surungan","27115"
"1002","13","74","02","Pasar Usang","27116"
"1003","13","74","02","Kampung Manggis","27111"
"1004","13","74","02","Silaing Bawah","27118"
"1005","13","74","02","Silaing Atas","27117"
"1006","13","74","02","Pasar Baru","27113"
"1007","13","74","02","Tanah Hitam","27112"
"1008","13","74","02","Balai-balai","27114"
"1001","13","75","01","Tarok Dipo","26117"
"1002","13","75","01","Bukit Cangang Kayu Ramang","26116"
